#{"t_start": 1590440328.6620574, "env_id": "eximo-v0"}
r,l,t
1,16218,41.267262
-1,16484,84.692043
1,10698,113.098981
1,12929,147.381091
1,23217,209.229323
-1,33908,300.715001
1,27895,375.579912
-1,29783,455.640969
1,39602,563.160988
1,56823,715.765782
