#{"t_start": 1590501608.1221426, "env_id": "eximo-v0"}
r,l,t
-1,108029,108.930029
1,145881,258.289238
1,178864,435.894132
-1,129389,568.089321
1,216621,789.227941
1,167740,959.181062
