#{"t_start": 1590520425.2722723, "env_id": "eximo-v2"}
r,l,t
-14549,15726,38.073637
-20148,21283,91.534774
-17401,18564,138.206743
-21015,22182,194.142896
-19283,18440,240.891951
-30044,31233,319.556993
-33663,34848,407.59838
-26942,28081,478.818759
-19098,20213,530.060728
-37804,38937,628.206746
-48822,47945,749.285224
